,Tweet,Date,User
124,"@MarhattaRosalyn @happyenchilada_ @chrismohney Again. There’s always money available for higher education.
Lent money always drives costs up. Grant or scholarship money to deserving students can solve that. Plenty of large corporations and philanthropists to help.",2022-04-28 11:58:53+00:00,jjschneider1062
125,@Missypromotes @0xAlor Already done,2022-04-28 11:58:47+00:00,ClaridoJoemarie
126,"What impressed me about @RicardoBSalinas - He always acts in the context of having a strong, personal philosophy drawn from decades of study and scholarship. He therefore never loses - because he’s always true to himself. https://t.co/ORuNILi5I9",2022-04-28 11:58:45+00:00,maxkeiser
127,"""I just won the #I4GDataCamp scholarship and I’m thrilled to learn data skills and build my data career. Thanks to @ingressive4Good and @datacamp"".",2022-04-28 11:58:35+00:00,Chenny_me
128,"Your contribution can change the life of a passionate dreamers, believers, and intelligent achievers like Divya. Give the #PowerOfEducation. Donate towards our Scholarship Program and save tax too! https://t.co/kTyhZIAbqw

#VidyaChetana #StudentStory #SuccessStory #Testimonials https://t.co/oSA0LFNqdg",2022-04-28 11:58:23+00:00,chetana_vidya
129,@shiepromotes @CalliNFTs Already done,2022-04-28 11:58:13+00:00,ClaridoJoemarie
130,"子どもの貧困に関する報道の紹介です

【「こどもの日」は社会で子ども達を支えるきっかけに。#こどもの日はこどもに寄付を 子ども・若者支援NPO３団体でキャンペーン開始 - PR TIMES 】

https://t.co/MiOR725jFn",2022-04-28 11:58:12+00:00,scholarship_net
131,I just won the #I4GDataCamp scholarship and I’m thrilled to learn data skills and build my data career. Thanks to @ingressive4Good and @DataCamp https://t.co/X70JnmUsUq,2022-04-28 11:58:03+00:00,GrowwithMario
132,"@DaleStarkA10 I had some scholarships but I also, for 2 years, worked 3 part time jobs. One that was strictly weekends, one between classes on campus, and one in the evenings.",2022-04-28 11:57:58+00:00,truthank
133,"“The Scholar-Athlete Intelligence and Leadership Program…suggests that DoD offer to replace school-funded athletic scholarships for every sport other than football and basketball at the collegiate level—NCAA, NAIA and junior college.” 

but SpOrTs ArEnT PoLiTiCaL !!! 🙃🙃 https://t.co/qTHtxQ0jab",2022-04-28 11:57:49+00:00,JohannaMellis
134,@Missypromotes @0xezmilnft Already done,2022-04-28 11:57:33+00:00,ClaridoJoemarie
135,"National Coalition of 100 Black Women, Inc.Columbia Chapter invites you to view our upcoming Webinar on April 30. Learn about each school and scholarship opportunities. 
 
Questions? contact Dr. Shiver, (tshiver001@sc.rr.com) or President McClellan (ladymm1@bellsouth.net). https://t.co/6GxFHXoQs8",2022-04-28 11:57:15+00:00,Irmo_Counseling
136,"@OhDangitEvie Most of my undergraduate education was paid for by my parents, but I never begrudged anyone for get scholarships.  We all benefit with education.",2022-04-28 11:57:12+00:00,Carolyn40911932
137,"All these have riders, not for scholarship atm lol",2022-04-28 11:57:11+00:00,TheLadyCereza
138,".@BrunoKUg responds to claims that he ""used"" the Muwunya Boys after one of them said the singer blocked him for asking for help.

""I got him a scholarship, he refused to go back to school, we got him a job he later left &amp; refused to return to his parents' home in Jinja."" https://t.co/iE3z031xW8",2022-04-28 11:57:03+00:00,PulseUganda
139,I just won the #I4GDataCamp scholarship and I’m thrilled to learn data skills and build my data career. Thanks to @ingressive4Good and @DataCamp https://t.co/XYarAonuDl,2022-04-28 11:57:02+00:00,Divine_Okpula
140,@CoachJoeLogan Athletic scholarships will be taxed at some point.,2022-04-28 11:56:59+00:00,jcasper11
141,"It was an outstanding night at the annual @NFFNetwork Moose Krause Scholarship Dinner! We celebrated some of northern Indiana’s BEST!

A HUGE congrats to @noah_chew51 &amp; @ZayCourtois on being nominated to this impressive group! The 23 men selected get it done on AND off the field! https://t.co/7um205UgBd",2022-04-28 11:56:58+00:00,WarsawTigerFB
142,"@SyedSaddiq There was this one news about brain drain in the past. Scholarship students studying overseas would rather pay off their bonds with companies in Malaysia to work overseas.

Ini 🧵",2022-04-28 11:56:56+00:00,xin_girls
143,"What ever you need to win that Admission or Scholarship, we will make you the candidate to beat.

Send a DM.

Twitter for Samsung Precious Minister of Education Rinu Yahoo #ASUU Buy Nigeria Marriage Ned Nwoko #MUNCHE https://t.co/MCzDyACZUE",2022-04-28 11:56:50+00:00,WriteWithUs247
144,"""I just won the #I4GDataCamp scholarship and I’m thrilled to learn data skills and build my data career. Thanks to @ingressive4Good and @datacamp""🤭. https://t.co/HQBAzC1ioM",2022-04-28 11:56:25+00:00,pearls_knight
145,"Dear Andy: Deion Sanders’ future, Baylor’s QB change, and using NIL to get around scholarship limits https://t.co/PsJtb9K2ly",2022-04-28 11:56:18+00:00,abuarsy21355212
146,"@strongbelieverQ Saying this as a thrower/throws coach with over 30 years’ experience.  Field events are hard for folks to relate to and always will be.  Having said that, we couldn’t be more excited that they got our daughter a scholarship worth over $400k to the best university in the world.",2022-04-28 11:56:16+00:00,dflynt
147,Deadline for Ussher PG Fellowships and 1252 PG scholarships is tomorrow. These scholarships include stipends and fee coverage for successful candidates. Students interested in applying should ask their TCD STEM school for further details. https://t.co/YMSkdvfDy4 https://t.co/bxEJpyFaI9,2022-04-28 11:56:02+00:00,TCDFacultySTEM
148,"""I just won the #I4GDataCamp scholarship and I’m thrilled to learn data skills and build my data career. Thanks to @ingressive4Good and @datacamp"" for this opportunity. https://t.co/Tzq5bRdTw7",2022-04-28 11:55:49+00:00,Ele_Aku
149,I just won the #I4GDataCamp scholarship and I’m thrilled to learn data skills and build my data career. Thanks to @ingressive4Good and @datacamp https://t.co/YHQTTut9Mz,2022-04-28 11:55:23+00:00,ChukzyMccollins
150,I just won the #I4GDataCamp scholarship and I’m thrilled to learn data skills and build my data career. Thanks to @ingressive4Good and @datacamp. https://t.co/PjJgALcJjb,2022-04-28 11:55:16+00:00,ileolataiwo
151,Wake up. Give away @REBEL_BOTS  #Scholarships. Before we have even had coffee. Priorities.,2022-04-28 11:55:08+00:00,b4weknoitGaming
152,"@miteshesf @Ja__Raffe @KassyDillon It’s is the definition of selfish to be worried about what other people are doing because YOU did something. 

Especially when she acknowledges she had less debt than the average student due to her nearly full scholarship.",2022-04-28 11:55:07+00:00,TheOneBMiller
153,"@MsBlaireWhite There are options, they’re just less optimal or elitist: see scholarships or choosing to not go to college",2022-04-28 11:55:06+00:00,ReegsRants
154,"There are already 100 scholarship holders from Axie in @YunitGuild, you too can be part of the team.  Go to the next course and fill out the form. 
https://t.co/WWBJLvpKIH https://t.co/XAVKT4NHo6",2022-04-28 11:55:05+00:00,Juosth
155,"Are you a Hungarian college student or professional interested in applying for a Fulbright scholarship? Check out the @FulbrightHU website for all the details: https://t.co/gOxPkYv9R6
#Fulbright #StudywithUS #ExchangeProgram",2022-04-28 11:55:01+00:00,acveszprem
156,"Just got the email that I won the #I4GDataCamp scholarship. I’m actually pretty excited 🥺😭

 Thank you @ingressive4Good and @datacamp ❤️ https://t.co/Z5e4uIHu7A",2022-04-28 11:55:00+00:00,Arese__
157,"A huge shout out to AFPS LLP and @hoaghealth for sponsoring our #bourbonandbubbly event next week. With their donations we will be able to award 10 PSS #singleparents with a scholarship! Ticket sales end today. Buy now! https://t.co/7X3je7CVte 
#thankyou #grateful #give #hoag https://t.co/VoNOhTZsgR",2022-04-28 11:55:00+00:00,PSSOC
158,"🌸Message from scholar🌸

An SGG scholar istog’s TV was destroyed by a flood, but was able to buy a new TV through the Scholarship!  Istog now watches Youtube and Netflix with the family😊

Istog is grateful for the SGG community and aspires to play harder than ever 🌸

 #nft https://t.co/gyoe1c6GH8",2022-04-28 11:54:53+00:00,sakuraguild_sg
159,"@sushilrathore82 @LHMCDelhi @ChitkaraU @OffCMCVellore @agupta_7 @SGTUniversity @DPUPune @Vimsacin @himsrtweets @mamcagroha @PESUniversity @connectacpm Dear Mr. Sushil Singh Rathore, Thank you for pointing this out. However, since the applications to this scholarship have reopened this year, specially for 1st year MBBS students, it has been decided to keep it this way in the creatives.
Regards, B4S Team",2022-04-28 11:54:50+00:00,Buddy4Study
160,"@obversers @eigenrobot ""hold my beer"" and doing something incredibly foolhardy is a disappointingly undervalued kind of scholarship",2022-04-28 11:54:44+00:00,LooselyMonke
161,In what world does a college student with a single mother still busts his ass doing 30+ hour work weeks to help his mother with bills? Mind you most of my tuition was paid for by scholarships and grants YET I still have to somehow make 800 dollars every month.,2022-04-28 11:54:39+00:00,k1ll3mS9C
162,"Let's all congratulate these NHS members who have worked hard and demonstrated scholarship, leadership, service, and character. You make us all #RDP. https://t.co/KaqaYKy1i5",2022-04-28 11:54:32+00:00,DrShawnGreiner
163,"@TakbrAllahAkbar @briebriejoy Getting a scholarship isn't ""working your butt off to pay off expensive loans."" That's the point. Stop sticking up for grifters. https://t.co/qTMuGbh58E",2022-04-28 11:54:32+00:00,KeyVaIuePair
164,"I just won the #I4GDataCamp scholarship and I’m thrilled to learn data skills and build my data career. 
Thanks to @ingressive4Good and @datacamp https://t.co/onHaxYe1o6",2022-04-28 11:54:07+00:00,Johnnyoflife
165,@RexChapman You didn't play on scholarship?,2022-04-28 11:53:57+00:00,BRfromtheBX
166,"Selected for the Student scholarship for attending the  KubeCon + CloudNativeCon Europe 2022 virtually. Excited for the Event ✌️Thanks 
@KubeCon_  @CNCFStudents @kunalstwt https://t.co/cl2B9p0JcR",2022-04-28 11:53:55+00:00,Barmanrd1
167,"@latexass @redshiftsinger @flotisserie I disagree. No one is entitled to family financial support. And if you are only talking about college fees, a person can file independently for fafsa, apply for scholarships, or just pick a more affordable school.",2022-04-28 11:53:48+00:00,Mommyamygill
168,"@elMunir5 Yes, Turkiye Buslari (Turkey Government) Scholarship. The application is currently closed. It's opened between Jan - Feb every year.",2022-04-28 11:53:47+00:00,muba4sure
169,Interested in medieval death and dying? The Dobson Scholarships are an excellent opportunity for #PGRs and #ECRs to join us at Harlaxton Manor in August: https://t.co/NNyT0gX2LV,2022-04-28 11:53:42+00:00,RichardAsquith
170,"I just won the #I4GDataCamp scholarship and I’m thrilled to learn data skills and build my data career. Thanks to @ingressive4Good and @datacamp

#DataAnalytics #DataScience #Python #DatacloudGlobalCongress https://t.co/0NPDreSVGW",2022-04-28 11:53:41+00:00,shevron_jr
171,@Bluernote LEZGO,2022-04-28 11:53:30+00:00,abc123ra7
172,"Cost of workshop is based on where you are located. I have some scholarship money set aside. Please reach out if needed, and do help spread the word!

Course details + sign up form here: https://t.co/ZYlCBEa7SD https://t.co/NniRh68zMr",2022-04-28 11:53:26+00:00,saraswatibysea
173,@DivaKayla1 @DWPippy Right that's a no brainer. How about I forgive my 17 year old self from letting my mom talk me out of scholarships to the Sallie Mae's slaveship. Smh https://t.co/eTnOzM2ovT,2022-04-28 11:53:25+00:00,Beauty4508
174,"@rovingstones There was this one news about brain drain in the past. Scholarship students studying overseas would rather pay off their bonds with companies in Malaysia to work overseas.

Talents have been lost. Malaysia should invest in R&amp;D to compete in the global arena and retain its talents",2022-04-28 11:53:18+00:00,xin_girls
175,"@citeyourwork I'm curious how she really survived after walking out on her parents. I get having bad parents, I did too. But she had to have had help. She got a nearly full scholarship to college. Attractive young white woman. Probably cried...poor me...everywhere so people helped.",2022-04-28 11:53:11+00:00,FaerieWhings
176,"Admissions are open at ICFAI University, Jharkhand Offers UG, PG &amp; Ph.D. Campus-based Programs 2022.
Excellent Placements and Merit Scholarships are available.

Apply Today! : https://t.co/0UerbF7biq

#ICFAIUniversityJharkhandAdmissions #Admissions2022 #ICFAIUniversityAdmissions. https://t.co/HOLzzwhzPx",2022-04-28 11:53:02+00:00,IuJharkhand
177,"Throwback to our visit to Iloko Model College, Iloko-Ijesa, Osun state, July 2021. 
Iloko Model College (IMC) is also an affiliate school of OISA Foundation where we send some of our scholarship beneficiaries to receive quality education in a safe and controlled environment. https://t.co/TMdNJhEDWl",2022-04-28 11:53:01+00:00,oisa_foundation
178,"@curtisspicoli9 @TakbrAllahAkbar @briebriejoy Not all of the scholarships. Are there some private ones, yes but that is the small percentage https://t.co/iwGdzVmqGo",2022-04-28 11:52:58+00:00,Dr_Hb7
179,"Congratulations to the finalists and scholarship winners of the @eliewieselfdn Elie Wiesel Foundation’s Prize in Ethics Essay Contest! Thank you to all our incredible Juniors and Seniors across the district who participated, and to our scholarship sponsor, @miamiyouthfair. https://t.co/utNDEYpMET",2022-04-28 11:52:35+00:00,luciabaezgeller
180,"Ma’am @lenirobredo nag email na po ako sa mail nyo po, sana po maapprove yung case ko and makakuha po ako ng scholarship/financial aid po. Maraming salamat po https://t.co/EQZFjsglFw",2022-04-28 11:52:34+00:00,iloooart
